"(1e-06, 0)",0.2
"(1e-06, 0.3)",0.4
"(1e-06, 0.4)",0.7
"(1e-06, 0.5)",34.5
"(1e-05, 0)",0.2
"(1e-05, 0.3)",0.4
"(1e-05, 0.4)",0.7
"(1e-05, 0.5)",9.5
"(0.0001, 0)",0.2
"(0.0001, 0.3)",0.4
"(0.0001, 0.4)",0.7
"(0.0001, 0.5)",2.6
"(0.001, 0)",0.2
"(0.001, 0.3)",0.6
"(0.001, 0.4)",1.1
"(0.001, 0.5)",3.2
"(0.01, 0)",0.2
"(0.01, 0.3)",0.6
"(0.01, 0.4)",1.1
"(0.01, 0.5)",2.5
"(0.1, 0)",0.2
"(0.1, 0.3)",0.5
"(0.1, 0.4)",0.9
"(0.1, 0.5)",1.3
