"(1e-06, 0.4)",2.4
"(1e-06, 0.3)",1.5
"(1e-06, 0)",0.8
"(1e-05, 0.4)",2.4
"(1e-05, 0.3)",1.5
"(1e-05, 0)",0.9
"(0.0001, 0.4)",2.3
"(0.0001, 0.3)",1.5
"(0.0001, 0)",0.8
"(0.001, 0.4)",3.9
"(0.001, 0.3)",2.2
"(0.001, 0)",0.9
"(0.01, 0.4)",3.8
"(0.01, 0.3)",2.2
"(0.01, 0)",0.8
"(0.1, 0.4)",1.0
"(0.1, 0.3)",0.7
"(0.1, 0)",0.2
