,Symptomatic isolation - targeted,Symptomatic isolation - blanket,Asymptomatic isolation - targeted,Asymptomatic isolation - blanket,Domestic travel restriction,International travel restriction,Testing,Contact tracing,Mask wearing,Hand washing,Gatherings banned,Healthcare specialisation,Public education and incentives,Assisting people to stay home,Public cleaning,Miscellaneous hygiene measures,Public interaction reduction,Nonessential business suspension,School closure,Activity cancellation,Resumption,Diagnostic criteria loosened,Diagnostic criteria tightened,Testing criteria,Date,Country,Confirmed Cases,Deaths
5063,,,,,,,1979.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Pakistan,730,3
5064,,,,,,,2927.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Brazil,1021,15
5065,,,,,,,1039.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Costa Rica,117,2
5066,,,,,,,1455.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Panama,200,1
5067,,,,,,2.0,14514.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,India,330,4
5068,,,,,,,18645.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Bahrain,305,1
5069,,,,,,,125000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,United Arab Emirates,153,2
5070,,,,,,,1545.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Kyrgyzstan,14,0
5071,,,,,,,2028.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-21,Indonesia,450,38
5072,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-21,Namibia,3,0
5073,1.0,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-21,Uganda,1,0
5074,1.0,,,3.0,,5.0,15613.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Austria,3582,16
5075,,,,2.0,,6.0,167000.0,,,,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-22,Germany,24873,94
5076,,2.0,,,,3.0,64621.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,United Kingdom,5745,282
5077,,,,,,5.0,15637.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Vietnam,113,0
5078,1.0,,2.0,1.0,,4.0,316664.0,,,,,3.0,5.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.7999999999999999,2020-03-22,South Korea,8961,111
5079,1.0,2.0,1.0,1.0,,5.0,,2000.0,,,10.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.1,2020-03-22,Singapore,455,2
5080,1.0,,,,,6.0,10864.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-22,Israel,883,1
5081,2.0,,2.0,,,5.0,14901.0,,,,,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020-03-22,Japan,1101,41
5082,1.0,,,,,6.0,14300.0,,,,500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Sweden,1934,21
5083,1.0,,,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,San Marino,175,20
5084,1.0,,2.0,2.0,,5.0,9860.0,,,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Slovenia,414,2
5085,,,,,,,54956.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Canada,1469,21
5086,,,,,,3.0,21376.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Taiwan,169,2
5087,,,,,,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Macau,24,0
5088,2.0,,,,,4.0,5271.0,,,,,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-22,Hong Kong,317,4
5089,1.0,,1.0,3.0,2.0,3.0,320000.0,700.0,,,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.7999999999999999,2020-03-22,China,81094,3270
5090,1.0,,,,,1.0,7084.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Thailand,599,1
5091,,,,3.0,2.0,6.0,206886.0,,,,100.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,2020-03-22,Italy,59138,5476
5092,2.0,,,,2.0,6.0,11619.0,,100.0,,100.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2020-03-22,Czechia,1120,1
5093,,,,,,6.0,113615.0,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Australia,1549,7
5094,,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Trinidad and Tobago,50,0
5095,,,,,,5.0,8400.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Qatar,494,0
5096,,,,,,5.0,584.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,New Zealand,102,0
5097,,,,,,,4103.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Colombia,231,2
5098,1.0,,,,,5.0,8284.0,,,,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-22,Romania,433,3
5099,,,,3.0,,1.0,36747.0,,,,100.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-22,France,16243,676
5100,1.0,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-22,Portugal,1600,14
5101,1.0,,,3.0,,6.0,30000.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-22,Spain,28768,1772
5102,1.0,,2.0,3.0,,3.0,18360.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-03-22,Belgium,3401,75
5103,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Luxembourg,798,8
5104,1.0,,,2.0,2.0,6.0,,,,,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-22,Albania,89,2
5105,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Andorra,113,1
5106,1.0,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Azerbaijan,65,1
5107,1.0,,,,,,16000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Belarus,76,0
5108,1.0,,,,,5.0,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-22,Bosnia and Herzegovina,126,1
5109,1.0,,,3.0,,5.0,,,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Bulgaria,187,3
5110,1.0,,,,,6.0,10730.0,,,,10.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2020-03-22,Denmark,1514,13
5111,1.0,,,,,6.0,2504.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-22,Estonia,326,0
5112,1.0,,,,,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Cyprus,95,1
5113,1.0,,,,2.0,6.0,1264.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,2020-03-22,Croatia,254,1
5114,1.0,,,,,4.0,3000.0,,,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Finland,626,1
5115,1.0,,,,,6.0,,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Georgia,54,0
5116,1.0,2.0,,,,6.0,3007.0,,,,100.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-22,Hungary,131,6
5117,1.0,,,,,1.0,3205.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Latvia,139,0
5118,1.0,,,,,6.0,1154.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Lithuania,143,1
5119,1.0,,,1.0,2.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2020-03-22,Greece,624,15
5120,1.0,,,,2.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Moldova,94,1
5121,1.0,,,,,6.0,889.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Malta,90,0
5122,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Monaco,23,0
5123,1.0,,,,,5.0,6000.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Netherlands,4217,180
5124,1.0,,,,,,9189.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-22,Iceland,568,1
5125,1.0,,2.0,,,5.0,6600.0,,,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,2020-03-22,Ireland,906,4
5126,1.0,,,,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Kosovo,0,0
5127,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2020-03-22,Kazakhstan,60,0
5128,1.0,,,,,6.0,13072.0,1000.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2020-03-22,Poland,634,7
5129,,,,,,,2900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-22,Turkey,1236,30
5130,,,,,,,316.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,2020-03-22,Ukraine,73,3
5131,1.0,,2.0,,,6.0,2707.0,,,,,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-22,Slovakia,185,0
5132,,,,2.0,,6.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Serbia,222,2
5133,1.0,,,,,5.0,4000.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Switzerland,7474,98
5134,1.0,,,,,6.0,43735.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Norway,2385,7
5135,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Montenegro,21,0
5136,,,,,,,80000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-22,Iran,21638,1685
5137,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Liechtenstein,37,0
5138,1.0,,,,,6.0,143519.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-03-22,Russia,367,1
5139,1.0,,1.0,,,2.0,278.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2020-03-22,Mexico,251,2
5140,1.0,,2.0,,2.0,6.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-03-22,Egypt,327,14
5141,,,,,,,13876.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Malaysia,1306,10
5142,1.0,,,1.0,,6.0,,,,,25.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2020-03-22,Nepal,1,0
5143,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2020-03-22,Afghanistan,40,1
5144,1.0,,,1.0,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Iraq,233,20
5145,,,,,,,1269.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Philippines,380,25
5146,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Kuwait,188,0
5147,1.0,,,,,,6438.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,South Africa,274,0
5148,,,,,,,813.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Armenia,194,0
5149,,,,,,,1979.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Pakistan,776,5
5150,,,,,,,2927.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Brazil,1546,25
5151,,,,,,,1039.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Costa Rica,134,2
5152,,,,,,,1455.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Panama,313,3
5153,,,,,,2.0,14514.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,India,396,7
5154,,,,,,,18645.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Bahrain,334,2
5155,,,,,,,125000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,United Arab Emirates,153,2
5156,,,,,,,1545.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Kyrgyzstan,14,0
5157,,,,,,,2028.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-22,Indonesia,514,48
5158,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-22,Namibia,3,0
5159,1.0,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-22,Uganda,1,0
5160,1.0,,,3.0,,5.0,15613.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Austria,4474,21
5161,,,,2.0,,6.0,167000.0,,,,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-23,Germany,29056,123
5162,,2.0,,2.0,,3.0,64621.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,United Kingdom,6726,336
5163,,,,,,5.0,15637.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Vietnam,123,0
5164,1.0,,2.0,1.0,,4.0,316664.0,,,,,3.0,5.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.8999999999999999,2020-03-23,South Korea,8961,111
5165,1.0,2.0,1.0,1.0,,6.0,,2000.0,,,10.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.1,2020-03-23,Singapore,509,2
5166,1.0,,,,,6.0,10864.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-23,Israel,1071,1
5167,2.0,,2.0,,,5.0,14901.0,,,,,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020-03-23,Japan,1128,42
5168,1.0,,,,,6.0,14300.0,,,,500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Sweden,2046,25
5169,1.0,,,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,San Marino,187,20
5170,1.0,,2.0,2.0,,5.0,9860.0,,,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Slovenia,442,3
5171,,,,,,,54956.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Canada,2088,25
5172,,,,,,3.0,21376.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Taiwan,195,2
5173,,,,,,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Macau,24,0
5174,2.0,,,,,4.0,5271.0,,,,,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-03-23,Hong Kong,356,4
5175,1.0,,1.0,3.0,2.0,3.0,320000.0,700.0,,,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.7999999999999999,2020-03-23,China,81118,3270
5176,1.0,,,,,1.0,7084.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Thailand,721,1
5177,,,,3.0,2.0,6.0,206886.0,,,,100.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,2020-03-23,Italy,63927,6077
5178,2.0,,,,2.0,6.0,11619.0,,100.0,,100.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2020-03-23,Czechia,1236,1
5179,,,,,,6.0,113615.0,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Australia,1682,7
5180,,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Trinidad and Tobago,51,0
5181,,,,,,5.0,8400.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Qatar,501,0
5182,,,,,,5.0,584.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,New Zealand,102,0
5183,,,,,,,4103.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Colombia,277,3
5184,1.0,,,,,5.0,8284.0,,,,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020-03-23,Romania,576,7
5185,,,,3.0,,1.0,36747.0,,,,100.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-23,France,20123,862
5186,1.0,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2020-03-23,Portugal,2060,23
5187,1.0,,,3.0,,6.0,30000.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-23,Spain,35136,2311
5188,1.0,,2.0,3.0,,3.0,18360.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2020-03-23,Belgium,3743,88
5189,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Luxembourg,875,8
5190,1.0,,,2.0,2.0,6.0,,,,,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-23,Albania,104,4
5191,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Andorra,133,1
5192,1.0,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Azerbaijan,72,1
5193,1.0,,,,,,16000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Belarus,81,0
5194,1.0,,,,,5.0,,,,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-23,Bosnia and Herzegovina,136,1
5195,1.0,,,3.0,,5.0,,,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Bulgaria,201,3
5196,1.0,,,,,6.0,10730.0,,,,10.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2020-03-23,Denmark,1572,24
5197,1.0,,,,,6.0,2504.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-23,Estonia,352,0
5198,1.0,,,,,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Cyprus,116,1
5199,1.0,,,,2.0,6.0,1264.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,2020-03-23,Croatia,315,1
5200,1.0,,,,,4.0,3000.0,,,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Finland,700,1
5201,1.0,,,,,6.0,,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Georgia,61,0
5202,1.0,2.0,,,,6.0,3007.0,,,,100.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2020-03-23,Hungary,167,7
5203,1.0,,,,,1.0,3205.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Latvia,180,0
5204,1.0,,,,,6.0,1154.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Lithuania,179,1
5205,1.0,,,2.0,2.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2020-03-23,Greece,695,17
5206,1.0,,,,2.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Moldova,109,1
5207,1.0,,,,,6.0,889.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Malta,107,0
5208,1.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Monaco,23,0
5209,1.0,2.0,,2.0,,5.0,6000.0,,,,10.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2020-03-23,Netherlands,4764,214
5210,1.0,,,,,,9189.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2020-03-23,Iceland,588,1
